labels,text,predicates,subj/obj,triple_A,triple_B,triple_C,triple_D
results,"On test data ( with the usual split ) , the GA - RNNG achieves 94.2 % , while the U - GA - RNNG achieves 93.5 % .","[('On', (0, 1)), ('achieves', (14, 15)), ('achieves', (25, 26))]","[('test data', (1, 3)), ('usual', (6, 7)), ('GA - RNNG', (11, 14)), ('94.2 %', (15, 17)), ('U - GA - RNNG', (20, 25)), ('93.5 %', (26, 28))]",[],[],[],[]
research-problem,Constituency Parsing with a Self - Attentive Encoder,[],"[('Constituency Parsing', (0, 2))]",[],[],[],[]
research-problem,We demonstrate that replacing an LSTM encoder with a self - attentive architecture can lead to improvements to a state - of the - art discriminative constituency parser .,"[('demonstrate', (1, 2)), ('replacing', (3, 4)), ('with', (7, 8)), ('lead to', (14, 16)), ('to', (17, 18))]","[('LSTM encoder', (5, 7)), ('self - attentive architecture', (9, 13)), ('improvements', (16, 17)), ('state - of the - art discriminative constituency parser', (19, 28))]",[],[],[],[]
model,"In this paper , we introduce a parser that combines an encoder built using this kind of self - attentive architecture with a decoder customized for parsing ( ) .","[('introduce', (5, 6)), ('combines', (9, 10)), ('built using', (12, 14)), ('with', (21, 22)), ('customized for', (24, 26))]","[('parser', (7, 8)), ('encoder', (11, 12)), ('decoder', (23, 24)), ('parsing', (26, 27))]",[],[],[],[]
model,"We also present a version of our model that uses a character LSTM , which performs better than other lexical representationseven if word embeddings are removed from the model .","[('uses', (9, 10)), ('performs', (15, 16)), ('than', (17, 18))]","[('character LSTM', (11, 13)), ('better', (16, 17)), ('other lexical representationseven', (18, 21))]",[],[],[],[]
results,The model presented above achieves a score of 92.67 F1 on the Penn Treebank WSJ development set .,"[('achieves', (4, 5)), ('of', (7, 8)), ('on', (10, 11))]","[('score', (6, 7)), ('92.67 F1', (8, 10)), ('Penn Treebank WSJ development set', (12, 17))]",[],[],[],[]
results,"For comparison , a model that uses the same decode procedure with an LSTM - based encoder achieves a development set score of 92.24 .","[('uses', (6, 7)), ('with', (11, 12)), ('achieves', (17, 18)), ('of', (22, 23))]","[('same decode procedure', (8, 11)), ('LSTM - based encoder', (13, 17)), ('development set score', (19, 22)), ('92.24', (23, 24))]",[],[],[],[]
results,Content vs. Position Attention,[],[],[],[],[],[]
ablation-analysis,"We can see that our model learns to use a combination of the two attention types , with positionbased attention being the most important .","[('see', (2, 3)), ('learns to use', (6, 9)), ('of', (11, 12)), ('with', (17, 18))]","[('our model', (4, 6)), ('combination', (10, 11)), ('two attention types', (13, 16)), ('positionbased attention', (18, 20))]",[],[],[],[]
results,"We also see that content - based attention is more useful at later layers in the network , which is consistent with the idea that the initial layers of our model act similarly to a dilated convolutional network while the upper layers have a greater balance between the two attention types .","[('see', (2, 3)), ('is', (8, 9)), ('at', (11, 12)), ('in', (14, 15))]","[('content - based attention', (4, 8)), ('more useful', (9, 11)), ('later layers', (12, 14)), ('network', (16, 17))]",[],[],[],[]
research-problem,Improving Coreference Resolution by Learning Entity - Level Distributed Representations,[],"[('Coreference Resolution', (1, 3))]",[],[],[],[]
research-problem,A long - standing challenge in coreference resolution has been the incorporation of entity - level information - features defined over clusters of mentions instead of mention pairs .,[],"[('coreference resolution', (6, 8))]",[],[],[],[]
research-problem,"Coreference resolution , the task of identifying which mentions in a text refer to the same realworld entity , is fundamentally a clustering problem .",[],"[('Coreference resolution', (0, 2))]",[],[],[],[]
model,"In this work , we instead train a deep neural network to build distributed representations of pairs of coreference clusters .","[('train', (6, 7)), ('to build', (11, 13)), ('of', (15, 16)), ('of', (17, 18))]","[('deep neural network', (8, 11)), ('distributed representations', (13, 15)), ('pairs', (16, 17)), ('coreference clusters', (18, 20))]",[],[],[],[]
model,"This captures entity - level information with a large number of learned , continuous features instead of a small number of hand - crafted categorical ones .","[('captures', (1, 2)), ('with', (6, 7)), ('instead of', (15, 17))]","[('entity - level information', (2, 6)), ('large number of learned , continuous features', (8, 15)), ('small number of hand - crafted categorical ones', (18, 26))]",[],[],[],[]
model,"At test time it builds up coreference clusters incrementally , starting with each mention in its own cluster and then merging a pair of clusters each step .","[('At', (0, 1)), ('builds up', (4, 6)), ('starting with', (10, 12)), ('in', (14, 15))]","[('test time', (1, 3)), ('coreference clusters', (6, 8)), ('incrementally', (8, 9)), ('each mention', (12, 14)), ('merging', (20, 21)), ('pair of clusters', (22, 25))]",[],[],[],[]
model,It makes these decisions with a novel easy - first cluster - ranking procedure that combines the strengths of cluster - ranking ( Rahman and and easy - first coreference algorithms .,"[('with', (4, 5)), ('combines', (15, 16)), ('of', (18, 19))]","[('decisions', (3, 4)), ('novel easy - first cluster - ranking procedure', (6, 14)), ('strengths', (17, 18)), ('cluster - ranking ( Rahman and and easy - first coreference algorithms', (19, 31))]",[],[],[],[]
research-problem,Training incremental coreference systems is challenging because the coreference decisions facing a model depend on previous decisions it has already made .,[],"[('Training incremental coreference systems', (0, 4))]",[],[],[],[]
model,We address this by using a learning - to - search algorithm inspired by SEARN to train our neural network .,"[('using', (4, 5)), ('inspired by', (12, 14)), ('to train', (15, 17))]","[('learning - to - search algorithm', (6, 12)), ('SEARN', (14, 15)), ('our neural network', (17, 20))]",[],[],[],[]
model,This approach allows the model to learn which action ( a cluster merge ) available from the current state ( a partially completed coreference clustering ) will eventually lead to a high - scoring coreference partition .,"[('lead to', (28, 30))]","[('which action ( a cluster merge ) available', (7, 15)), ('current state', (17, 19)), ('partially completed coreference clustering', (21, 25)), ('high - scoring coreference partition', (31, 36))]",[],[],[],[]
hyperparameters,"We initialized our word embeddings with 50 dimensional ones produced by word2vec on the Gigaword corpus for English and 64 dimensional ones provided by Polyglot ( Al - Rfou et al. , 2013 ) for Chinese .","[('initialized', (1, 2)), ('with', (5, 6)), ('produced by', (9, 11)), ('on', (12, 13)), ('for', (16, 17)), ('provided by', (22, 24))]","[('our word embeddings', (2, 5)), ('50 dimensional ones', (6, 9)), ('word2vec', (11, 12)), ('Gigaword corpus', (14, 16)), ('English', (17, 18)), ('64 dimensional ones', (19, 22)), ('Chinese', (35, 36))]",[],[],[],[]
hyperparameters,Averaged word embeddings were held fixed during training while the embeddings used for single words were updated .,"[('held', (4, 5)), ('during', (6, 7)), ('used for', (11, 13))]","[('Averaged word embeddings', (0, 3)), ('fixed', (5, 6)), ('training', (7, 8)), ('embeddings', (10, 11)), ('single words', (13, 15)), ('updated', (16, 17))]",[],[],[],[]
hyperparameters,"We set our hidden layer sizes to M 1 = 1000 , M 2 = d = 500 and minimized the training objective using RMS - Prop .","[('set', (1, 2)), ('to', (6, 7)), ('minimized', (19, 20)), ('using', (23, 24))]","[('hidden layer sizes', (3, 6)), ('M 1 = 1000', (7, 11)), ('M 2 = d = 500', (12, 18)), ('training objective', (21, 23)), ('RMS - Prop', (24, 27))]",[],[],[],[]
hyperparameters,"To regularize the network , we applied L2 regularization to the model weights and dropout with a rate of 0.5 on the word embeddings and the output of each hidden layer .","[('To regularize', (0, 2)), ('applied', (6, 7)), ('to', (9, 10)), ('with', (15, 16)), ('of', (18, 19)), ('on', (20, 21)), ('of', (27, 28))]","[('network', (3, 4)), ('L2 regularization', (7, 9)), ('model weights', (11, 13)), ('dropout', (14, 15)), ('rate', (17, 18)), ('0.5', (19, 20)), ('word embeddings', (22, 24)), ('output', (26, 27)), ('each hidden layer', (28, 31))]",[],[],[],[]
hyperparameters,"As in , we found that pretraining is crucial for the mentionranking model 's success .","[('found', (4, 5)), ('crucial for', (8, 10))]","[('pretraining', (6, 7)), (""mentionranking model 's success"", (11, 15))]",[],[],[],[]
experiments,Mention - Ranking Model Experiments,[],[],[],[],[],[]
ablation-analysis,"We find the small number of non-embedding features substantially improves model performance , especially the distance and string matching features .","[('find', (1, 2)), ('especially', (13, 14))]","[('small number of non-embedding features', (3, 8)), ('substantially improves', (8, 10)), ('model performance', (10, 12)), ('distance and string matching features', (15, 20))]",[],[],[],[]
ablation-analysis,Cluster - Ranking Model Experiments,[],[],[],[],[],[]
ablation-analysis,Using pretrained weights greatly improves performance .,"[('Using', (0, 1))]","[('pretrained weights', (1, 3)), ('greatly improves', (3, 5)), ('performance', (5, 6))]",[],[],[],[]
ablation-analysis,We find the easy - first approach slightly outperforms using a left - to - right ordering of mentions .,"[('find', (1, 2)), ('using', (9, 10)), ('of', (17, 18))]","[('easy - first approach', (3, 7)), ('slightly outperforms', (7, 9)), ('left - to - right ordering', (11, 17)), ('mentions', (18, 19))]",[],[],[],[]
results,Our mention - ranking model surpasses all previous systems .,"[('surpasses', (5, 6))]","[('mention - ranking model', (1, 5)), ('all previous systems', (6, 9))]",[],[],[],[]
results,"The cluster - ranking model improves results further across both languages and all evaluation metrics , demonstrating the utility of incorporating entity - level information .","[('improves', (5, 6)), ('further across', (7, 9))]","[('cluster - ranking model', (1, 5)), ('results', (6, 7)), ('both languages and all evaluation metrics', (9, 15))]",[],[],[],[]
results,"However , it is worth noting that in practice the much more complicated cluster - ranking model brings only fairly modest gains in performance .","[('brings', (17, 18)), ('in', (22, 23))]","[('much more complicated cluster - ranking model', (10, 17)), ('fairly modest gains', (19, 22)), ('performance', (23, 24))]",[],[],[],[]
research-problem,End - to - end Deep Reinforcement Learning Based Coreference Resolution,[],[],[],[],[],[]
research-problem,Recent neural network models have significantly advanced the task of coreference resolution .,[],"[('coreference resolution', (10, 12))]",[],[],[],[]
research-problem,"Coreference resolution is one of the most fundamental tasks in natural language processing ( NLP ) , which has a significant impact on many downstream applications including information extraction ) , question answering , and entity linking .",[],"[('Coreference resolution', (0, 2))]",[],[],[],[]
model,"In this paper , we propose a goal - directed endto - end deep reinforcement learning framework to resolve coreference as shown in .","[('propose', (5, 6)), ('to resolve', (17, 19))]","[('goal - directed endto - end deep reinforcement learning framework', (7, 17)), ('coreference', (19, 20))]",[],[],[],[]
model,"Specifically , we leverage the neural architecture in as our policy network , which includes learning span representation , scoring potential entity mentions , and generating a probability distribution over all possible coreference linking actions from the current mention to its antecedents .","[('leverage', (3, 4)), ('includes', (14, 15)), ('scoring', (19, 20)), ('generating', (25, 26)), ('over', (29, 30)), ('from', (35, 36)), ('to', (39, 40))]","[('neural architecture', (5, 7)), ('our policy network', (9, 12)), ('learning span representation', (15, 18)), ('potential entity mentions', (20, 23)), ('probability distribution', (27, 29)), ('all possible coreference linking actions', (30, 35)), ('current mention', (37, 39))]",[],[],[],[]
model,"Besides , we introduce an entropy regularization term to encourage exploration and prevent the policy from prematurely converging to a bad local optimum .","[('introduce', (3, 4)), ('to encourage', (8, 10)), ('prevent', (12, 13)), ('from', (15, 16)), ('to', (18, 19))]","[('entropy regularization term', (5, 8)), ('exploration', (10, 11)), ('policy', (14, 15)), ('prematurely converging', (16, 18)), ('bad local optimum', (20, 23))]",[],[],[],[]
model,"Finally , we update the regularized policy network parameters based on the rewards associated with sequences of sampled actions , which are computed on the whole input document .","[('update', (3, 4)), ('based on', (9, 11)), ('associated with', (13, 15)), ('of', (16, 17)), ('computed on', (22, 24))]","[('regularized policy network parameters', (5, 9)), ('rewards', (12, 13)), ('sequences', (15, 16)), ('whole input document', (25, 28))]",[],[],[],[]
hyperparameters,"First , we pretrain our model using Eq. ( 4 ) for around 200 K steps and use the learned parameters for initialization .","[('pretrain', (3, 4)), ('for', (11, 12)), ('use', (17, 18)), ('for', (21, 22))]","[('our model', (4, 6)), ('around 200 K steps', (12, 16)), ('learned parameters', (19, 21)), ('initialization', (22, 23))]",[],[],[],[]
hyperparameters,"Besides , we set the number of sampled trajectories N s = 100 , tune the regularization parameter ? expr in { 10 ?5 , 10 ?4 , 0.001 , 0.01 , 0.1 , 1 } and set it to 10 ? 4 based on the development set .","[('set', (3, 4)), ('tune', (14, 15)), ('expr in', (19, 21)), ('set it to', (37, 40)), ('based on', (43, 45))]","[('number of sampled trajectories N s = 100', (5, 13)), ('regularization parameter ?', (16, 19)), ('{ 10 ?5 , 10 ?4 , 0.001 , 0.01 , 0.1 , 1 }', (21, 36)), ('10 ? 4', (40, 43)), ('development set', (46, 48))]",[],[],[],[]
